timestamp,low,high,open,close,volume
1765088700,2.0487,2.0517,2.0501,2.0492,32367.479006
1765089000,2.046,2.0491,2.0491,2.0489,48378.084693
1765089300,2.0475,2.0495,2.049,2.048,29590.96923
1765089600,2.047,2.0487,2.048,2.0475,22639.896198
1765089900,2.0456,2.048,2.0475,2.0456,41719.015754
1765090200,2.0441,2.0469,2.0454,2.0465,63480.910543
1765090500,2.0462,2.0474,2.0466,2.0465,32871.792768
1765090800,2.0451,2.0489,2.0466,2.0456,38434.208506
1765091100,2.0422,2.0456,2.0456,2.0422,43523.173815
1765091400,2.0369,2.0421,2.0421,2.0379,88858.747294
1765091700,2.0344,2.0386,2.038,2.0365,178949.473024
1765092000,2.0359,2.038,2.0365,2.0369,40887.589055
1765092300,2.0346,2.0372,2.0367,2.0364,37897.011479
1765092600,2.0315,2.0364,2.0364,2.0338,133711.114465
1765092900,2.0285,2.0343,2.0343,2.031,445484.066905
1765093200,2.0295,2.0309,2.0309,2.0296,515820.289479
1765093500,2.0287,2.0322,2.0296,2.0321,85896.662254
1765093800,2.0313,2.0336,2.0321,2.0319,47185.992993
1765094100,2.0292,2.0321,2.0319,2.031,76702.232598
1765094400,2.027,2.0311,2.031,2.027,110907.341598
1765094700,2.026,2.0296,2.027,2.0291,153422.911018
1765095000,2.0259,2.0299,2.029,2.0261,110231.102208
1765095300,2.0253,2.028,2.0262,2.0273,41478.772927
1765095600,2.0275,2.0303,2.0275,2.0297,58387.418489
1765095900,2.0293,2.0311,2.0296,2.0295,86460.564505
1765096200,2.0291,2.031,2.0296,2.0293,75158.053303
1765096500,2.029,2.0359,2.029,2.0348,76954.078779
1765096800,2.0334,2.0363,2.0348,2.0349,99477.558612
1765097100,2.0342,2.0358,2.0347,2.0356,66839.237664
1765097400,2.033,2.0363,2.0357,2.0333,91046.231742
1765097700,2.0302,2.0335,2.0332,2.0308,168858.313315
1765098000,2.031,2.0343,2.031,2.0329,20638.927802
1765098300,2.031,2.0334,2.0325,2.0332,18328.446555
1765098600,2.0323,2.0346,2.033,2.0346,20176.811292
1765098900,2.032,2.0365,2.0344,2.032,22735.313539
1765099200,2.0255,2.0324,2.0319,2.0261,120715.77317
1765099500,2.0243,2.0289,2.0259,2.0287,192627.851484
1765099800,2.0282,2.0313,2.0286,2.0313,70201.010272
1765100100,2.0284,2.0313,2.0313,2.03,36048.96417
1765100400,2.0285,2.0302,2.0301,2.0299,25040.255243
1765100700,2.0259,2.0299,2.0298,2.027,103117.829019
1765101000,2.0269,2.0295,2.0269,2.0291,34851.058498
1765101300,2.0285,2.0298,2.0291,2.0291,53970.724656
1765101600,2.0271,2.0295,2.0291,2.0283,25700.39694
1765101900,2.027,2.0291,2.0282,2.029,29621.561592
1765102200,2.0289,2.0339,2.0291,2.0339,47592.499696
1765102500,2.0317,2.0343,2.0339,2.034,49396.475156
1765102800,2.0331,2.0346,2.0341,2.0332,83529.005811
1765103100,2.0306,2.0331,2.0331,2.0314,39629.306693
1765103400,2.0283,2.0325,2.0315,2.0283,156417.71682
1765103700,2.0281,2.0311,2.0282,2.031,32794.399291
1765104000,2.0312,2.0358,2.0312,2.0348,107749.725639
1765104300,2.0336,2.0357,2.0347,2.0349,34366.601103
1765104600,2.0325,2.0354,2.0349,2.0326,13199.036559
1765104900,2.0304,2.0325,2.0325,2.031,47667.125077
1765105200,2.0286,2.0309,2.0309,2.0291,18974.880065
1765105500,2.0289,2.0324,2.0291,2.0321,24123.73358
1765105800,2.0315,2.0345,2.032,2.0345,15686.40302
1765106100,2.0319,2.0346,2.0338,2.0342,33293.551126
1765106400,2.0313,2.0346,2.0341,2.0333,22891.356745
1765106700,2.0321,2.0343,2.0332,2.0333,71018.904441
1765107000,2.0332,2.035,2.0334,2.0336,26532.839946
1765107300,2.0319,2.0341,2.0335,2.0331,8731.592168
1765107600,2.033,2.0342,2.0332,2.0338,45984.882031
1765107900,2.0316,2.0338,2.0338,2.0322,109292.437859
1765108200,2.0321,2.0342,2.0325,2.0333,16237.50536
1765108500,2.033,2.0347,2.0332,2.0335,25512.372304
1765108800,2.0326,2.0353,2.0341,2.0346,32601.421753
1765109100,2.0344,2.0413,2.0349,2.0403,134105.947464
1765109400,2.0403,2.0422,2.0403,2.0416,18221.716981
1765109700,2.0417,2.0458,2.0417,2.0438,187661.432297
1765110000,2.0423,2.0445,2.0438,2.0432,23815.512258
1765110300,2.0415,2.0444,2.0433,2.0444,102644.347486
1765110600,2.0422,2.0459,2.0444,2.0439,71698.759552
1765110900,2.0439,2.0472,2.0439,2.0458,39132.872688
1765111200,2.042,2.0457,2.0457,2.0436,89647.80394
1765111500,2.0431,2.0508,2.0437,2.0499,121508.658561
1765111800,2.0474,2.0503,2.0501,2.049,67999.619206
1765112100,2.0462,2.0492,2.049,2.0469,34074.295707
1765112400,2.0438,2.0481,2.047,2.0442,92941.239261
1765112700,2.044,2.0459,2.044,2.0445,72153.10009
1765113000,2.0388,2.0451,2.0446,2.0398,188305.813222
1765113300,2.0376,2.0407,2.04,2.0404,42632.069137
1765113600,2.0266,2.0411,2.0403,2.0317,486239.740791
1765113900,2.0317,2.0353,2.0317,2.0328,127558.755292
1765114200,2.0311,2.0348,2.0327,2.0326,106200.89426
1765114500,2.0281,2.0332,2.0326,2.0292,87823.535564
1765114800,2.0285,2.0322,2.0288,2.0302,76764.724524
1765115100,2.0285,2.0337,2.0304,2.0316,144231.725872
1765115400,2.0306,2.0332,2.0316,2.0319,29335.659417
1765115700,2.0307,2.0335,2.0317,2.0315,56929.975586
1765116000,2.0229,2.0324,2.0314,2.0235,139504.73653
1765116300,2.0236,2.0298,2.0236,2.0261,199818.95429
1765116600,2.024,2.0278,2.026,2.0247,86781.577955
1765116900,2.0188,2.0262,2.0248,2.0219,386044.314425
1765117200,1.9999,2.0257,2.0221,2.0036,2160148.073663
1765117500,1.9908,2.0143,2.0037,2.0068,1097517.756913
1765117800,1.9987,2.0089,2.0062,2.006,796853.964986
1765118100,2.0044,2.0146,2.0061,2.0097,439182.446699
1765118400,2.0022,2.0098,2.0098,2.0043,404405.10203
1765118700,1.9983,2.0081,2.0045,2.0064,329629.898937
1765119000,1.9996,2.0064,2.0064,2.0001,234278.43931
1765119300,1.9963,2.0011,1.9999,1.9998,633187.822226
1765119600,1.9988,2.003,1.9996,2.002,171259.845965
1765119900,2.0018,2.0243,2.002,2.021,647616.117667
1765120200,2.0188,2.0309,2.0213,2.023,558495.538865
1765120500,2.016,2.0268,2.023,2.017,513110.535782
1765120800,2.0155,2.0218,2.0172,2.0193,108835.143117
1765121100,2.0162,2.0209,2.0193,2.0175,110684.05291
1765121400,2.0168,2.023,2.0172,2.0221,337700.169775
1765121700,2.0189,2.0251,2.0221,2.0193,255730.826583
1765122000,2.0178,2.0208,2.0193,2.0191,195297.259494
1765122300,2.0182,2.0225,2.019,2.022,72248.751013
1765122600,2.0218,2.0355,2.022,2.0337,275538.916891
1765122900,2.0336,2.0562,2.0341,2.0527,1182083.824216
1765123200,2.0458,2.053,2.0529,2.0461,448082.854467
1765123500,2.0403,2.0473,2.046,2.0406,212717.009675
1765123800,2.04,2.0469,2.0403,2.0424,167306.490143
1765124100,2.0385,2.0487,2.0424,2.0446,319328.707668
1765124400,2.0436,2.0467,2.0446,2.0443,128323.819262
1765124700,2.043,2.0475,2.0446,2.0475,74935.553441
1765125000,2.0395,2.0479,2.0471,2.0441,1566198.926037
1765125300,2.0429,2.0498,2.0442,2.0483,284890.337013
1765125600,2.0441,2.0478,2.0476,2.0469,166658.693814
1765125900,2.0448,2.0484,2.0468,2.0449,99885.366322
1765126200,2.0425,2.0485,2.045,2.0435,86370.834427
1765126500,2.0427,2.059,2.0436,2.059,306298.916927
1765126800,2.0527,2.0588,2.0587,2.0574,237145.656479
1765127100,2.0521,2.0583,2.0571,2.0529,176328.807193
1765127400,2.053,2.0608,2.053,2.0608,228586.440132
1765127700,2.0603,2.0755,2.0608,2.0717,1311669.676115
1765128000,2.0684,2.079,2.0719,2.0765,1050233.075946
1765128300,2.075,2.0806,2.0765,2.0768,454786.372558
1765128600,2.0768,2.0944,2.0768,2.0908,1010799.28251
1765128900,2.0836,2.0968,2.0907,2.0866,850285.849673
1765129200,2.08,2.0896,2.0866,2.087,561096.901192
1765129500,2.0833,2.0942,2.0869,2.0918,1594276.338281
1765129800,2.0876,2.0928,2.0914,2.0882,289266.397044
1765130100,2.0867,2.0907,2.0881,2.0879,175421.590865
1765130400,2.0879,2.0988,2.0879,2.0973,894367.796652
1765130700,2.0939,2.1004,2.0976,2.1001,398690.105274
1765131000,2.0959,2.1027,2.1001,2.1023,430987.214515
1765131300,2.0998,2.1114,2.1018,2.1085,1262376.619261
1765131600,2.1025,2.1096,2.1084,2.1077,177967.742709
1765131900,2.1035,2.1106,2.1074,2.1042,194234.192268
1765132200,2.1042,2.1083,2.1043,2.1053,178707.76263
1765132500,2.0983,2.1072,2.1051,2.0986,250152.378395
1765132800,2.0973,2.1019,2.0987,2.0991,756783.30357
1765133100,2.099,2.1054,2.0992,2.1042,376458.585909
1765133400,2.1019,2.1111,2.1041,2.1072,292068.503118
1765133700,2.1035,2.1078,2.1072,2.1037,125621.50488
1765134000,2.1006,2.1073,2.1037,2.1007,757859.603734
1765134300,2.0975,2.1077,2.1005,2.1077,344146.46216
1765134600,2.104,2.1078,2.1077,2.1044,153393.955458
1765134900,2.1008,2.105,2.1044,2.1008,134213.636142
1765135200,2.0942,2.1018,2.1009,2.0949,623805.873064
1765135500,2.09,2.0953,2.0948,2.0927,1383108.501201
1765135800,2.0914,2.095,2.0927,2.0918,134782.886124
1765136100,2.0878,2.0927,2.0915,2.0886,215023.444086
1765136400,2.0884,2.0937,2.0884,2.0932,272432.719242
1765136700,2.0896,2.0939,2.0934,2.0907,132578.887726
1765137000,2.085,2.0912,2.0908,2.085,140814.488664
1765137300,2.0843,2.0876,2.0854,2.0876,105099.072283
1765137600,2.0787,2.0898,2.0879,2.0797,201740.455982
1765137900,2.0797,2.0835,2.0797,2.0827,252041.589459
1765138200,2.0813,2.0843,2.0828,2.082,171150.34925
1765138500,2.0821,2.0855,2.0825,2.0842,140886.307987
1765138800,2.0834,2.0899,2.084,2.0891,209708.854258
1765139100,2.0892,2.0912,2.0894,2.0907,347908.305919
1765139400,2.0868,2.0911,2.0907,2.0899,197984.66263
1765139700,2.0891,2.0934,2.0898,2.0928,283572.254208
1765140000,2.0906,2.0941,2.0928,2.0912,61883.495992
1765140300,2.0878,2.0915,2.0911,2.0878,222495.578431
1765140600,2.0828,2.0878,2.0878,2.083,164896.732442
1765140900,2.0828,2.0861,2.0832,2.0851,32245.171842
1765141200,2.0753,2.085,2.085,2.0774,537027.137452
1765141500,2.0754,2.078,2.0774,2.0763,251077.205572
1765141800,2.0724,2.0773,2.0765,2.0741,186661.545192
1765142100,2.0713,2.074,2.074,2.0723,189407.449367
1765142400,2.0704,2.0739,2.0723,2.0711,182907.784182
1765142700,2.0661,2.0715,2.0711,2.0681,274784.586619
1765143000,2.0665,2.0722,2.068,2.07,339941.903207
1765143300,2.0593,2.0702,2.07,2.0597,694891.869094
1765143600,2.0561,2.0621,2.0596,2.0595,398945.812588
1765143900,2.049,2.0608,2.0597,2.0513,620054.022512
1765144200,2.0428,2.0523,2.0512,2.0433,227500.190011
1765144500,2.0356,2.0513,2.0428,2.049,508641.812056
1765144800,2.036,2.0489,2.0489,2.0361,418807.742615
1765145100,2.0123,2.036,2.036,2.0252,1401771.870033
1765145400,2.0239,2.0376,2.025,2.0305,496228.682764
1765145700,2.0248,2.0345,2.0307,2.0264,271704.954289
1765146000,2.0202,2.0288,2.0267,2.0238,520536.952613
1765146300,2.0237,2.0374,2.0238,2.0356,176132.792104
1765146600,2.0327,2.0495,2.0348,2.0432,345520.35133
1765146900,2.0374,2.0472,2.0432,2.0445,450665.788758
1765147200,2.0418,2.0453,2.0448,2.0448,186034.247387
1765147500,2.0382,2.048,2.0446,2.0399,125678.431406
1765147800,2.0311,2.0416,2.04,2.0334,315338.707843
1765148100,2.0232,2.034,2.0333,2.0295,224517.066551
1765148400,2.0281,2.0349,2.0295,2.0328,424123.378645
1765148700,2.0231,2.0328,2.0328,2.0287,393395.090675
1765149000,2.0275,2.0326,2.0286,2.0319,147770.29311
1765149300,2.0304,2.0343,2.0319,2.0315,223847.77133
1765149600,2.0315,2.0383,2.0316,2.0368,248352.925577
1765149900,2.035,2.0387,2.0368,2.0369,129840.707065
1765150200,2.0342,2.0387,2.0368,2.0374,144177.882061
1765150500,2.0323,2.0393,2.0374,2.0354,131120.551063
1765150800,2.0319,2.0362,2.0353,2.0358,135009.567073
1765151100,2.0352,2.0398,2.0358,2.0396,69855.41675
1765151400,2.0385,2.0415,2.0394,2.0412,96448.992752
1765151700,2.0412,2.0456,2.0412,2.0444,429172.588659
1765152000,2.0385,2.0473,2.0444,2.0466,273535.206303
1765152300,2.0409,2.0474,2.0464,2.0431,370539.857397
1765152600,2.0382,2.0431,2.0431,2.04,170371.157816
1765152900,2.0326,2.0416,2.0398,2.0329,493053.071041
1765153200,2.0322,2.0423,2.0328,2.0403,97520.795937
1765153500,2.0389,2.0419,2.0403,2.0408,56755.258927
1765153800,2.0389,2.0451,2.0402,2.0446,55626.805025
1765154100,2.0442,2.0494,2.0446,2.0477,208845.189785
1765154400,2.0441,2.0477,2.0473,2.0445,113505.494979
1765154700,2.0402,2.047,2.0441,2.0467,78101.584604
1765155000,2.0437,2.0467,2.0465,2.0458,69462.415908
1765155300,2.0444,2.0481,2.0457,2.045,158842.840365
1765155600,2.0444,2.0484,2.0453,2.0459,44771.545739
1765155900,2.0451,2.0513,2.0458,2.0508,205009.165563
1765156200,2.0504,2.0571,2.0509,2.0557,1396829.850735
1765156500,2.0525,2.0575,2.0555,2.0565,275628.53628
1765156800,2.0537,2.0593,2.0563,2.0581,261902.802503
1765157100,2.0581,2.0714,2.0581,2.0708,571023.53722
1765157400,2.0709,2.0853,2.0709,2.0776,782248.199667
1765157700,2.0767,2.0914,2.0768,2.0899,581746.478615
1765158000,2.0783,2.0914,2.0899,2.079,401638.086163
1765158300,2.0732,2.0805,2.079,2.0769,325350.887801
1765158600,2.0696,2.0776,2.0768,2.0726,277763.049953
1765158900,2.0668,2.0738,2.0728,2.0685,290045.42937
1765159200,2.065,2.0687,2.0686,2.0652,309146.90029
1765159500,2.0618,2.0674,2.0651,2.0624,397969.338751
1765159800,2.0613,2.0661,2.0624,2.0644,243026.9102
1765160100,2.064,2.0694,2.0643,2.0673,328776.093147
1765160400,2.0642,2.0672,2.0672,2.0658,168710.286992
1765160700,2.0637,2.0665,2.0657,2.0647,138137.198025
1765161000,2.0601,2.066,2.0647,2.0607,194469.207523
1765161300,2.0582,2.0667,2.0605,2.0654,335585.886468
1765161600,2.0641,2.0681,2.0654,2.0678,161600.174094
1765161900,2.0678,2.0717,2.0678,2.0704,365980.888698
1765162200,2.0705,2.0746,2.0706,2.0736,282093.708974
1765162500,2.0737,2.0784,2.0737,2.0744,281201.766189
1765162800,2.0692,2.0755,2.0744,2.0715,118768.929782
1765163100,2.0666,2.0714,2.0714,2.0668,74759.404178
1765163400,2.0645,2.0688,2.0669,2.0662,188909.859658
1765163700,2.0641,2.0713,2.0659,2.0706,138754.628927
1765164000,2.0707,2.0743,2.0707,2.0728,112547.148848
1765164300,2.0729,2.0777,2.073,2.0751,252461.976204
1765164600,2.0713,2.075,2.075,2.0744,139625.179455
1765164900,2.0688,2.0755,2.0742,2.069,221267.414624
1765165200,2.0673,2.0705,2.0689,2.0697,215296.085329
1765165500,2.0684,2.073,2.0693,2.0727,80560.376027
1765165800,2.0705,2.0731,2.0731,2.0706,46676.815633
1765166100,2.0702,2.0729,2.0706,2.072,62667.584526
1765166400,2.0711,2.075,2.0721,2.0717,39721.075662
1765166700,2.07,2.0777,2.0716,2.0776,75157.636386
1765167000,2.0764,2.0801,2.0776,2.0768,185832.803642
1765167300,2.0742,2.0768,2.0768,2.0756,52009.406425
1765167600,2.0748,2.0792,2.0757,2.076,113949.252142
1765167900,2.0759,2.0826,2.076,2.0782,154215.129741
1765168200,2.0778,2.0868,2.0782,2.0829,165866.642545
1765168500,2.0774,2.0837,2.0831,2.0778,85848.044954
1765168800,2.073,2.0793,2.0774,2.077,69941.042766
1765169100,2.075,2.0774,2.0773,2.0754,45126.592859
1765169400,2.0709,2.0761,2.0753,2.075,154066.241058
1765169700,2.0738,2.0764,2.0755,2.0741,24414.066183
1765170000,2.0716,2.0753,2.074,2.0734,65204.315993
1765170300,2.0709,2.0735,2.0735,2.0711,74980.160848
1765170600,2.0697,2.0734,2.0711,2.0718,126638.711903
1765170900,2.0713,2.077,2.0718,2.077,80706.11552
1765171200,2.0751,2.0786,2.0772,2.0772,62339.018789
1765171500,2.0762,2.0784,2.0772,2.0773,32404.706501
1765171800,2.0764,2.0786,2.0773,2.0782,53742.500581
1765172100,2.0778,2.0829,2.0782,2.0783,156092.029815
1765172400,2.077,2.0798,2.0782,2.0784,189201.616821
1765172700,2.0771,2.0801,2.0786,2.0792,192062.467337
1765173000,2.0773,2.0801,2.0794,2.0787,38431.983211
1765173300,2.0776,2.0788,2.0788,2.0784,99862.954682
1765173600,2.0747,2.0796,2.0784,2.0762,135236.779962
1765173900,2.0738,2.0789,2.0761,2.0751,107159.816153
1765174200,2.075,2.0783,2.075,2.076,74655.428837
1765174500,2.075,2.0779,2.0762,2.0765,97809.369454
1765174800,2.0729,2.0775,2.0768,2.0732,91014.009963
1765175100,2.0719,2.0778,2.0733,2.0776,273441.175626
1765175400,2.0776,2.081,2.0776,2.08,79697.910428
1765175700,2.0785,2.0827,2.0801,2.0821,105399.095567
1765176000,2.0801,2.0824,2.0819,2.0817,74494.51561
1765176300,2.0806,2.084,2.0817,2.0831,269191.679823
1765176600,2.0821,2.0845,2.083,2.0825,56458.047166
1765176900,2.0792,2.0835,2.0825,2.0798,263485.237423
1765177200,2.0785,2.0829,2.08,2.0828,56236.891403
1765177500,2.0812,2.0841,2.083,2.0826,50959.923894
1765177800,2.0797,2.0836,2.0826,2.0819,116238.102615
1765178100,2.0813,2.0875,2.0819,2.0873,77766.178862
1765178400,2.0862,2.0888,2.0872,2.0884,97926.765624
1765178700,2.0865,2.0898,2.0885,2.0898,77695.743148
1765179000,2.0888,2.0914,2.0899,2.0914,42038.801932
1765179300,2.0914,2.0943,2.0914,2.0928,156661.20619
1765179600,2.088,2.0929,2.0928,2.0889,122308.710337
1765179900,2.0839,2.0888,2.0888,2.0857,90750.450909
1765180200,2.082,2.0861,2.0859,2.0839,83326.52785
1765180500,2.0832,2.0867,2.0843,2.0866,38298.594702
1765180800,2.0827,2.0867,2.0866,2.0838,118453.970412
1765181100,2.0807,2.0837,2.0837,2.0823,62119.173794
1765181400,2.0826,2.0862,2.0828,2.0855,66129.567536
1765181700,2.0855,2.0907,2.0855,2.0892,198603.12565
1765182000,2.0882,2.0904,2.0893,2.0892,45899.906242
1765182300,2.0868,2.0897,2.0892,2.0888,82261.901142
1765182600,2.086,2.0891,2.0888,2.0869,75319.732499
1765182900,2.0855,2.089,2.0869,2.0883,78375.665912
1765183200,2.0875,2.0933,2.0884,2.0932,93197.31738
1765183500,2.0895,2.0945,2.0931,2.0901,172941.698476
1765183800,2.0888,2.0924,2.0901,2.0924,230923.685407
1765184100,2.0909,2.0952,2.0926,2.0914,102180.963424
1765184400,2.0904,2.1012,2.0913,2.0984,494915.369709
1765184700,2.0992,2.1242,2.0992,2.1125,1761411.795415
1765185000,2.1096,2.1139,2.1126,2.1105,139429.963179
1765185300,2.1063,2.1104,2.1104,2.109,286666.322956
1765185600,2.1075,2.1134,2.1089,2.1096,90508.489171
1765185900,2.1055,2.1095,2.1095,2.1073,100993.906425
1765186200,2.1034,2.1078,2.1072,2.1065,79522.553283
1765186500,2.1038,2.1071,2.1064,2.1055,40142.78726
1765186800,2.1034,2.1057,2.1054,2.1036,71874.517765
1765187100,2.0987,2.1035,2.1035,2.1011,207108.063954
1765187400,2.0989,2.1024,2.101,2.0997,106543.426813
1765187700,2.0994,2.1011,2.0997,2.1011,53019.999799
1765188000,2.1,2.1023,2.101,2.1009,147445.450084
1765188300,2.1001,2.1044,2.1008,2.104,131195.783141
1765188600,2.101,2.1062,2.104,2.1029,158831.362625
1765188900,2.0981,2.1028,2.1028,2.1014,135524.312728
1765189200,2.0982,2.1013,2.1013,2.0996,35560.603526
1765189500,2.0974,2.1001,2.0994,2.0983,63700.912181
1765189800,2.0962,2.1009,2.0982,2.1002,160184.687839
1765190100,2.098,2.1012,2.1008,2.1005,111892.118665
1765190400,2.0993,2.1015,2.1,2.1009,59643.646434
1765190700,2.1003,2.1027,2.1008,2.1004,73583.54857
1765191000,2.0997,2.1012,2.1004,2.1,57840.201514
1765191300,2.0981,2.1004,2.0998,2.0981,36623.604849
1765191600,2.0921,2.0996,2.0986,2.0929,99732.054094
1765191900,2.0926,2.0953,2.0928,2.0953,67722.027249
1765192200,2.0946,2.0974,2.0952,2.0972,67591.757562
1765192500,2.0932,2.0971,2.0971,2.0939,63617.870799
1765192800,2.094,2.0969,2.0941,2.0944,51511.578116
1765193100,2.0929,2.0947,2.0944,2.0929,111576.865425
1765193400,2.0877,2.0928,2.0928,2.0902,327507.905436
1765193700,2.0895,2.0928,2.0902,2.0906,63088.503016
1765194000,2.0874,2.0919,2.0906,2.0891,45698.348356
1765194300,2.0874,2.0925,2.0889,2.0887,246255.937788
1765194600,2.0886,2.0915,2.0887,2.0907,96030.698735
1765194900,2.0901,2.0937,2.0909,2.0905,68732.008441
1765195200,2.0872,2.0916,2.0904,2.09,93752.636573
1765195500,2.0899,2.0934,2.09,2.0916,101750.432103
1765195800,2.0913,2.0939,2.0915,2.0933,113200.863264
1765196100,2.0905,2.0947,2.0934,2.091,181823.360435
1765196400,2.0889,2.0919,2.0908,2.0898,154213.371818
1765196700,2.0862,2.0909,2.0897,2.0887,210671.613722
1765197000,2.0852,2.0907,2.0886,2.0856,149030.50095
1765197300,2.0852,2.0901,2.0855,2.0893,115998.359579
1765197600,2.0883,2.0942,2.0891,2.0913,144297.049765
1765197900,2.0909,2.0977,2.0911,2.0951,210293.191514
1765198200,2.0944,2.0963,2.0948,2.0956,139439.636395
1765198500,2.0948,2.0962,2.0958,2.0951,89056.869267
1765198800,2.094,2.0978,2.0953,2.0942,100857.539087
1765199100,2.0939,2.0989,2.0941,2.0967,125385.790136
1765199400,2.0929,2.102,2.0967,2.0929,350797.800751
1765199700,2.0893,2.0943,2.0928,2.0907,169833.21714
1765200000,2.0903,2.0957,2.0903,2.0941,149608.281374
1765200300,2.0937,2.0965,2.0942,2.0965,96045.673502
1765200600,2.0941,2.098,2.0966,2.097,270977.425389
1765200900,2.0947,2.0989,2.0972,2.0955,133979.161587
1765201200,2.0926,2.0971,2.0954,2.0971,279344.389114
1765201500,2.0969,2.1,2.0972,2.0986,161793.497777
1765201800,2.0973,2.0995,2.0986,2.0995,69187.66755
1765202100,2.0968,2.0995,2.0995,2.0983,189976.477013
1765202400,2.0968,2.0994,2.0983,2.0971,97080.525361
1765202700,2.0947,2.0986,2.0971,2.095,185994.245462
1765203000,2.0944,2.0989,2.0949,2.0984,119961.903461
1765203300,2.0962,2.0997,2.0983,2.0979,218733.281761
1765203600,2.0928,2.0991,2.098,2.0946,235766.364145
1765203900,2.0901,2.0957,2.0944,2.0954,204890.990556
1765204200,2.0925,2.1119,2.0955,2.1051,613855.242164
1765204500,2.0839,2.1052,2.1049,2.0891,573812.247162
1765204800,2.0863,2.1031,2.0893,2.1018,693104.37572
1765205100,2.094,2.1055,2.1015,2.0971,625420.38143
1765205400,2.0958,2.1002,2.0964,2.096,246636.559812
1765205700,2.0829,2.0959,2.0959,2.0837,450751.878793
1765206000,2.0826,2.0921,2.0841,2.0918,403722.404808
1765206300,2.0762,2.0931,2.0922,2.0801,611208.160863
1765206600,2.0738,2.0831,2.0799,2.0792,577279.890571
1765206900,2.0748,2.0885,2.0791,2.087,303392.242309
1765207200,2.0771,2.0895,2.0868,2.078,209560.540195
1765207500,2.07,2.0805,2.0771,2.0798,305603.117985
1765207800,2.0769,2.0874,2.0798,2.0848,267268.614697
1765208100,2.0751,2.0847,2.0847,2.0775,269741.709817
1765208400,2.0675,2.079,2.0773,2.0703,1388879.629844
1765208700,2.0693,2.0738,2.0702,2.0729,190616.905541
1765209000,2.0714,2.0813,2.0732,2.0796,380458.1638
1765209300,2.0752,2.0811,2.0794,2.0757,363701.054751
1765209600,2.0658,2.0763,2.0757,2.0662,276179.023877
